date,year,month,week_number,district,state,total_opd,fever_opd,diarrhea_opd,respiratory_opd,other_opd
2025-07-18,2025,7,29,Nagapattinam,Tamil Nadu,170,55,18,28,69
2025-07-19,2025,7,29,Nagapattinam,Tamil Nadu,127,44,13,13,57
2025-07-21,2025,7,30,Nagapattinam,Tamil Nadu,250,109,46,35,60
2025-07-22,2025,7,30,Nagapattinam,Tamil Nadu,130,44,15,20,51
2025-07-23,2025,7,30,Nagapattinam,Tamil Nadu,238,82,27,24,105
2025-07-24,2025,7,30,Nagapattinam,Tamil Nadu,173,70,23,24,56
2025-07-25,2025,7,30,Nagapattinam,Tamil Nadu,204,79,26,36,63
2025-07-26,2025,7,30,Nagapattinam,Tamil Nadu,75,30,11,11,23
2025-07-28,2025,7,31,Nagapattinam,Tamil Nadu,273,96,33,44,100
2025-07-29,2025,7,31,Nagapattinam,Tamil Nadu,118,44,20,20,34
2025-07-30,2025,7,31,Nagapattinam,Tamil Nadu,155,64,19,18,54
2025-07-31,2025,7,31,Nagapattinam,Tamil Nadu,121,47,22,20,32
2025-08-01,2025,8,31,Nagapattinam,Tamil Nadu,154,53,28,24,49
2025-08-02,2025,8,31,Nagapattinam,Tamil Nadu,100,40,16,12,32
2025-08-04,2025,8,32,Nagapattinam,Tamil Nadu,115,46,13,18,38
2025-08-05,2025,8,32,Nagapattinam,Tamil Nadu,125,44,20,22,39
2025-08-06,2025,8,32,Nagapattinam,Tamil Nadu,125,38,22,17,48
2025-08-07,2025,8,32,Nagapattinam,Tamil Nadu,139,48,27,16,48
2025-08-08,2025,8,32,Nagapattinam,Tamil Nadu,90,35,13,14,28
2025-08-09,2025,8,32,Nagapattinam,Tamil Nadu,112,43,17,15,37
2025-08-11,2025,8,33,Nagapattinam,Tamil Nadu,135,50,15,14,56
2025-08-12,2025,8,33,Nagapattinam,Tamil Nadu,117,41,22,20,34
2025-08-13,2025,8,33,Nagapattinam,Tamil Nadu,174,63,30,26,55
2025-08-14,2025,8,33,Nagapattinam,Tamil Nadu,158,54,27,20,57
2025-08-15,2025,8,33,Nagapattinam,Tamil Nadu,157,59,27,28,43
2025-08-16,2025,8,33,Nagapattinam,Tamil Nadu,81,35,14,10,22
2025-08-18,2025,8,34,Nagapattinam,Tamil Nadu,77,28,14,10,25
2025-08-19,2025,8,34,Nagapattinam,Tamil Nadu,160,71,19,19,51
2025-08-20,2025,8,34,Nagapattinam,Tamil Nadu,195,66,24,27,78
2025-08-21,2025,8,34,Nagapattinam,Tamil Nadu,81,24,8,14,35
2025-08-22,2025,8,34,Nagapattinam,Tamil Nadu,185,76,20,21,68
2025-08-23,2025,8,34,Nagapattinam,Tamil Nadu,90,37,9,9,35
2025-08-25,2025,8,35,Nagapattinam,Tamil Nadu,140,53,21,14,52
2025-08-26,2025,8,35,Nagapattinam,Tamil Nadu,85,33,15,9,28
2025-08-27,2025,8,35,Nagapattinam,Tamil Nadu,166,50,17,18,81
2025-08-28,2025,8,35,Nagapattinam,Tamil Nadu,122,39,21,17,45
2025-08-29,2025,8,35,Nagapattinam,Tamil Nadu,106,47,20,11,28
2025-08-30,2025,8,35,Nagapattinam,Tamil Nadu,70,21,12,7,30
2025-09-01,2025,9,36,Nagapattinam,Tamil Nadu,182,63,19,21,79
2025-09-02,2025,9,36,Nagapattinam,Tamil Nadu,193,78,36,21,58
2025-09-03,2025,9,36,Nagapattinam,Tamil Nadu,96,36,11,11,38
2025-09-04,2025,9,36,Nagapattinam,Tamil Nadu,179,80,35,28,36
2025-09-05,2025,9,36,Nagapattinam,Tamil Nadu,154,67,25,21,41
2025-09-06,2025,9,36,Nagapattinam,Tamil Nadu,89,31,13,10,35
2025-09-08,2025,9,37,Nagapattinam,Tamil Nadu,86,36,10,15,25
2025-09-09,2025,9,37,Nagapattinam,Tamil Nadu,95,31,13,16,35
2025-09-10,2025,9,37,Nagapattinam,Tamil Nadu,106,41,16,10,39
2025-09-11,2025,9,37,Nagapattinam,Tamil Nadu,148,61,27,14,46
2025-09-12,2025,9,37,Nagapattinam,Tamil Nadu,109,40,20,14,35
2025-09-13,2025,9,37,Nagapattinam,Tamil Nadu,83,28,15,13,27
2025-09-15,2025,9,38,Nagapattinam,Tamil Nadu,131,56,13,13,49
2025-09-16,2025,9,38,Nagapattinam,Tamil Nadu,130,51,14,22,43
2025-09-17,2025,9,38,Nagapattinam,Tamil Nadu,97,34,11,12,40
2025-09-18,2025,9,38,Nagapattinam,Tamil Nadu,136,44,17,21,54
2025-09-19,2025,9,38,Nagapattinam,Tamil Nadu,72,26,11,7,28
2025-09-20,2025,9,38,Nagapattinam,Tamil Nadu,58,19,7,8,24
2025-09-22,2025,9,39,Nagapattinam,Tamil Nadu,172,71,27,19,55
2025-09-23,2025,9,39,Nagapattinam,Tamil Nadu,241,84,46,29,82
2025-09-24,2025,9,39,Nagapattinam,Tamil Nadu,113,44,21,19,29
2025-09-25,2025,9,39,Nagapattinam,Tamil Nadu,191,81,20,21,69
2025-09-26,2025,9,39,Nagapattinam,Tamil Nadu,130,43,15,13,59
2025-09-27,2025,9,39,Nagapattinam,Tamil Nadu,120,37,21,21,41
2025-09-29,2025,9,40,Nagapattinam,Tamil Nadu,156,65,20,26,45
2025-09-30,2025,9,40,Nagapattinam,Tamil Nadu,111,37,12,13,49
2025-10-01,2025,10,40,Nagapattinam,Tamil Nadu,174,56,34,26,58
2025-10-02,2025,10,40,Nagapattinam,Tamil Nadu,195,60,33,32,70
2025-10-03,2025,10,40,Nagapattinam,Tamil Nadu,229,96,30,24,79
2025-10-04,2025,10,40,Nagapattinam,Tamil Nadu,104,35,19,10,40
2025-10-06,2025,10,41,Nagapattinam,Tamil Nadu,231,91,45,34,61
2025-10-07,2025,10,41,Nagapattinam,Tamil Nadu,265,91,50,36,88
2025-10-08,2025,10,41,Nagapattinam,Tamil Nadu,151,65,20,25,41
2025-10-09,2025,10,41,Nagapattinam,Tamil Nadu,209,91,26,26,66
2025-10-10,2025,10,41,Nagapattinam,Tamil Nadu,237,72,31,31,103
2025-10-11,2025,10,41,Nagapattinam,Tamil Nadu,132,57,19,13,43
2025-10-13,2025,10,42,Nagapattinam,Tamil Nadu,235,75,38,38,84
2025-10-14,2025,10,42,Nagapattinam,Tamil Nadu,285,113,32,47,93
2025-10-15,2025,10,42,Nagapattinam,Tamil Nadu,224,97,29,27,71
2025-10-16,2025,10,42,Nagapattinam,Tamil Nadu,338,151,53,45,89
2025-10-17,2025,10,42,Nagapattinam,Tamil Nadu,128,41,21,19,47
2025-10-18,2025,10,42,Nagapattinam,Tamil Nadu,77,26,13,11,27
2025-10-20,2025,10,43,Nagapattinam,Tamil Nadu,131,56,20,17,38
2025-10-21,2025,10,43,Nagapattinam,Tamil Nadu,349,150,62,52,85
2025-10-22,2025,10,43,Nagapattinam,Tamil Nadu,148,58,20,15,55
2025-10-23,2025,10,43,Nagapattinam,Tamil Nadu,198,78,28,31,61
2025-10-24,2025,10,43,Nagapattinam,Tamil Nadu,342,113,39,42,148
2025-10-25,2025,10,43,Nagapattinam,Tamil Nadu,283,89,33,41,120
2025-10-27,2025,10,44,Nagapattinam,Tamil Nadu,200,87,29,28,56
2025-10-28,2025,10,44,Nagapattinam,Tamil Nadu,168,63,27,30,48
2025-10-29,2025,10,44,Nagapattinam,Tamil Nadu,146,63,18,22,43
2025-10-30,2025,10,44,Nagapattinam,Tamil Nadu,257,89,42,43,83
2025-10-31,2025,10,44,Nagapattinam,Tamil Nadu,136,46,13,23,54
2025-11-01,2025,11,44,Nagapattinam,Tamil Nadu,99,40,17,12,30
2025-11-03,2025,11,45,Nagapattinam,Tamil Nadu,296,126,43,52,75
2025-11-04,2025,11,45,Nagapattinam,Tamil Nadu,281,121,41,37,82
2025-11-05,2025,11,45,Nagapattinam,Tamil Nadu,303,124,41,46,92
2025-11-06,2025,11,45,Nagapattinam,Tamil Nadu,277,108,37,37,95
2025-11-07,2025,11,45,Nagapattinam,Tamil Nadu,220,72,32,29,87
2025-11-08,2025,11,45,Nagapattinam,Tamil Nadu,190,81,25,22,62
2025-11-10,2025,11,46,Nagapattinam,Tamil Nadu,226,94,43,36,53
2025-11-11,2025,11,46,Nagapattinam,Tamil Nadu,294,128,56,39,71
2025-11-12,2025,11,46,Nagapattinam,Tamil Nadu,322,115,55,40,112
2025-11-13,2025,11,46,Nagapattinam,Tamil Nadu,171,55,21,29,66
2025-11-14,2025,11,46,Nagapattinam,Tamil Nadu,195,81,26,25,63
2025-11-15,2025,11,46,Nagapattinam,Tamil Nadu,143,62,15,18,48
2025-11-17,2025,11,47,Nagapattinam,Tamil Nadu,172,63,28,23,58
2025-11-18,2025,11,47,Nagapattinam,Tamil Nadu,166,60,21,20,65
2025-11-19,2025,11,47,Nagapattinam,Tamil Nadu,299,94,31,44,130
2025-11-20,2025,11,47,Nagapattinam,Tamil Nadu,344,146,62,61,75
2025-11-21,2025,11,47,Nagapattinam,Tamil Nadu,317,110,34,54,119
2025-11-22,2025,11,47,Nagapattinam,Tamil Nadu,123,39,21,22,41
2025-11-24,2025,11,48,Nagapattinam,Tamil Nadu,136,50,20,15,51
2025-11-25,2025,11,48,Nagapattinam,Tamil Nadu,393,164,62,46,121
2025-11-26,2025,11,48,Nagapattinam,Tamil Nadu,270,111,47,40,72
2025-11-27,2025,11,48,Nagapattinam,Tamil Nadu,269,104,43,27,95
2025-11-28,2025,11,48,Nagapattinam,Tamil Nadu,311,126,56,44,85
2025-11-29,2025,11,48,Nagapattinam,Tamil Nadu,182,59,23,18,82
2025-12-01,2025,12,49,Nagapattinam,Tamil Nadu,212,80,25,33,74
2025-12-02,2025,12,49,Nagapattinam,Tamil Nadu,161,53,21,19,68
2025-12-03,2025,12,49,Nagapattinam,Tamil Nadu,315,125,46,48,96
2025-12-04,2025,12,49,Nagapattinam,Tamil Nadu,244,81,26,28,109
2025-12-05,2025,12,49,Nagapattinam,Tamil Nadu,194,70,36,21,67
2025-12-06,2025,12,49,Nagapattinam,Tamil Nadu,158,48,18,25,67
2025-12-08,2025,12,50,Nagapattinam,Tamil Nadu,286,106,55,33,92
2025-12-09,2025,12,50,Nagapattinam,Tamil Nadu,188,63,31,24,70
2025-12-10,2025,12,50,Nagapattinam,Tamil Nadu,191,71,26,34,60
2025-12-11,2025,12,50,Nagapattinam,Tamil Nadu,182,68,26,18,70
2025-12-12,2025,12,50,Nagapattinam,Tamil Nadu,220,97,39,24,60
2025-12-13,2025,12,50,Nagapattinam,Tamil Nadu,169,57,24,30,58
2025-12-15,2025,12,51,Nagapattinam,Tamil Nadu,168,60,27,18,63
2025-12-16,2025,12,51,Nagapattinam,Tamil Nadu,262,117,31,38,76
2025-12-17,2025,12,51,Nagapattinam,Tamil Nadu,296,126,54,48,68
2025-12-18,2025,12,51,Nagapattinam,Tamil Nadu,164,56,27,16,65
2025-12-19,2025,12,51,Nagapattinam,Tamil Nadu,294,127,31,52,84
2025-12-20,2025,12,51,Nagapattinam,Tamil Nadu,103,36,13,15,39
2025-12-22,2025,12,52,Nagapattinam,Tamil Nadu,145,63,28,24,30
2025-12-23,2025,12,52,Nagapattinam,Tamil Nadu,214,94,41,31,48
2025-12-24,2025,12,52,Nagapattinam,Tamil Nadu,254,87,43,39,85
2025-12-25,2025,12,52,Nagapattinam,Tamil Nadu,283,116,35,36,96
2025-12-26,2025,12,52,Nagapattinam,Tamil Nadu,370,117,64,42,147
2025-12-27,2025,12,52,Nagapattinam,Tamil Nadu,105,36,17,16,36
2025-12-29,2025,12,1,Nagapattinam,Tamil Nadu,210,65,39,32,74
2025-12-30,2025,12,1,Nagapattinam,Tamil Nadu,189,66,26,27,70
2025-12-31,2025,12,1,Nagapattinam,Tamil Nadu,295,116,51,42,86
2015-01-01,2015,1,1,Namakkal,Tamil Nadu,135,44,24,21,46
2015-01-02,2015,1,1,Namakkal,Tamil Nadu,282,123,37,37,85
2015-01-03,2015,1,1,Namakkal,Tamil Nadu,85,34,13,9,29
2015-01-05,2015,1,2,Namakkal,Tamil Nadu,198,82,25,24,67
2015-01-06,2015,1,2,Namakkal,Tamil Nadu,203,87,33,31,52
2015-01-07,2015,1,2,Namakkal,Tamil Nadu,183,59,34,20,70
2015-01-08,2015,1,2,Namakkal,Tamil Nadu,185,57,31,27,70
2015-01-09,2015,1,2,Namakkal,Tamil Nadu,268,95,36,30,107
2015-01-10,2015,1,2,Namakkal,Tamil Nadu,115,50,16,18,31
2015-01-12,2015,1,3,Namakkal,Tamil Nadu,192,65,21,23,83
2015-01-13,2015,1,3,Namakkal,Tamil Nadu,217,81,23,27,86
2015-01-14,2015,1,3,Namakkal,Tamil Nadu,197,71,30,31,65
2015-01-15,2015,1,3,Namakkal,Tamil Nadu,255,95,43,28,89
2015-01-16,2015,1,3,Namakkal,Tamil Nadu,190,82,30,23,55
2015-01-17,2015,1,3,Namakkal,Tamil Nadu,102,38,17,15,32
2015-01-19,2015,1,4,Namakkal,Tamil Nadu,242,99,33,41,69
2015-01-20,2015,1,4,Namakkal,Tamil Nadu,210,68,21,35,86
2015-01-21,2015,1,4,Namakkal,Tamil Nadu,158,70,31,24,33
2015-01-22,2015,1,4,Namakkal,Tamil Nadu,189,84,19,29,57
2015-01-23,2015,1,4,Namakkal,Tamil Nadu,206,66,27,23,90
2015-01-24,2015,1,4,Namakkal,Tamil Nadu,111,44,12,18,37
2015-01-26,2015,1,5,Namakkal,Tamil Nadu,110,46,12,18,34
2015-01-27,2015,1,5,Namakkal,Tamil Nadu,183,58,22,22,81
2015-01-28,2015,1,5,Namakkal,Tamil Nadu,218,90,35,37,56
2015-01-29,2015,1,5,Namakkal,Tamil Nadu,271,106,44,38,83
2015-01-30,2015,1,5,Namakkal,Tamil Nadu,205,71,32,35,67
2015-01-31,2015,1,5,Namakkal,Tamil Nadu,144,48,21,20,55
2015-02-02,2015,2,6,Namakkal,Tamil Nadu,231,96,29,27,79
2015-02-03,2015,2,6,Namakkal,Tamil Nadu,212,82,41,27,62
2015-02-04,2015,2,6,Namakkal,Tamil Nadu,250,80,36,37,97
2015-02-05,2015,2,6,Namakkal,Tamil Nadu,202,61,39,25,77
2015-02-06,2015,2,6,Namakkal,Tamil Nadu,194,60,30,27,77
2015-02-07,2015,2,6,Namakkal,Tamil Nadu,75,30,8,13,24
2015-02-09,2015,2,7,Namakkal,Tamil Nadu,149,53,28,17,51
2015-02-10,2015,2,7,Namakkal,Tamil Nadu,164,53,19,25,67
2015-02-11,2015,2,7,Namakkal,Tamil Nadu,132,47,18,15,52
2015-02-12,2015,2,7,Namakkal,Tamil Nadu,158,50,31,21,56
2015-02-13,2015,2,7,Namakkal,Tamil Nadu,99,39,15,13,32
2015-02-14,2015,2,7,Namakkal,Tamil Nadu,136,59,21,15,41
2015-02-16,2015,2,8,Namakkal,Tamil Nadu,248,97,45,26,80
2015-02-17,2015,2,8,Namakkal,Tamil Nadu,172,68,20,26,58
2015-02-18,2015,2,8,Namakkal,Tamil Nadu,123,39,22,13,49
2015-02-19,2015,2,8,Namakkal,Tamil Nadu,134,56,18,16,44
2015-02-20,2015,2,8,Namakkal,Tamil Nadu,206,69,37,28,72
2015-02-21,2015,2,8,Namakkal,Tamil Nadu,72,27,10,11,24
2015-02-23,2015,2,9,Namakkal,Tamil Nadu,114,45,12,14,43
2015-02-24,2015,2,9,Namakkal,Tamil Nadu,210,74,37,36,63
2015-02-25,2015,2,9,Namakkal,Tamil Nadu,241,84,26,43,88
2015-02-26,2015,2,9,Namakkal,Tamil Nadu,117,42,20,20,35
2015-02-27,2015,2,9,Namakkal,Tamil Nadu,225,87,44,30,64
2015-02-28,2015,2,9,Namakkal,Tamil Nadu,85,34,13,9,29
2015-03-02,2015,3,10,Namakkal,Tamil Nadu,169,56,22,21,70
2015-03-03,2015,3,10,Namakkal,Tamil Nadu,125,45,17,17,46
2015-03-04,2015,3,10,Namakkal,Tamil Nadu,95,35,11,11,38
2015-03-05,2015,3,10,Namakkal,Tamil Nadu,168,67,23,20,58
2015-03-06,2015,3,10,Namakkal,Tamil Nadu,92,33,11,10,38
2015-03-07,2015,3,10,Namakkal,Tamil Nadu,105,41,12,16,36
2015-03-09,2015,3,11,Namakkal,Tamil Nadu,77,32,13,7,25
2015-03-10,2015,3,11,Namakkal,Tamil Nadu,99,42,14,14,29
2015-03-11,2015,3,11,Namakkal,Tamil Nadu,113,37,20,17,39
2015-03-12,2015,3,11,Namakkal,Tamil Nadu,141,47,16,15,63
2015-03-13,2015,3,11,Namakkal,Tamil Nadu,99,30,12,16,41
2015-03-14,2015,3,11,Namakkal,Tamil Nadu,60,26,11,8,15
2015-03-16,2015,3,12,Namakkal,Tamil Nadu,164,55,17,27,65
2015-03-17,2015,3,12,Namakkal,Tamil Nadu,145,44,25,21,55
2015-03-18,2015,3,12,Namakkal,Tamil Nadu,215,81,34,37,63
2015-03-19,2015,3,12,Namakkal,Tamil Nadu,214,78,25,36,75
2015-03-20,2015,3,12,Namakkal,Tamil Nadu,149,64,16,19,50
2015-03-21,2015,3,12,Namakkal,Tamil Nadu,87,33,11,12,31
2015-03-23,2015,3,13,Namakkal,Tamil Nadu,208,72,29,22,85
2015-03-24,2015,3,13,Namakkal,Tamil Nadu,104,42,13,13,36
2015-03-25,2015,3,13,Namakkal,Tamil Nadu,120,44,18,15,43
2015-03-26,2015,3,13,Namakkal,Tamil Nadu,142,63,21,17,41
2015-03-27,2015,3,13,Namakkal,Tamil Nadu,201,69,31,29,72
2015-03-28,2015,3,13,Namakkal,Tamil Nadu,86,36,13,9,28
2015-03-30,2015,3,14,Namakkal,Tamil Nadu,183,80,19,28,56
2015-03-31,2015,3,14,Namakkal,Tamil Nadu,93,33,10,13,37
2015-04-01,2015,4,14,Namakkal,Tamil Nadu,172,70,30,25,47
2015-04-02,2015,4,14,Namakkal,Tamil Nadu,134,50,13,14,57
2015-04-03,2015,4,14,Namakkal,Tamil Nadu,195,65,27,32,71
2015-04-04,2015,4,14,Namakkal,Tamil Nadu,145,63,25,25,32
2015-04-06,2015,4,15,Namakkal,Tamil Nadu,233,85,40,31,77
2015-04-07,2015,4,15,Namakkal,Tamil Nadu,271,82,52,44,93
2015-04-08,2015,4,15,Namakkal,Tamil Nadu,165,58,26,29,52
2015-04-09,2015,4,15,Namakkal,Tamil Nadu,245,90,25,33,97
2015-04-10,2015,4,15,Namakkal,Tamil Nadu,211,67,31,32,81
2015-04-11,2015,4,15,Namakkal,Tamil Nadu,184,72,21,27,64
2015-04-13,2015,4,16,Namakkal,Tamil Nadu,250,92,29,44,85
2015-04-14,2015,4,16,Namakkal,Tamil Nadu,263,111,37,43,72
2015-04-15,2015,4,16,Namakkal,Tamil Nadu,323,122,39,42,120
2015-04-16,2015,4,16,Namakkal,Tamil Nadu,184,74,19,27,64
2015-04-17,2015,4,16,Namakkal,Tamil Nadu,161,63,29,21,48
2015-04-18,2015,4,16,Namakkal,Tamil Nadu,132,49,14,19,50
2015-04-20,2015,4,17,Namakkal,Tamil Nadu,243,102,37,40,64
2015-04-21,2015,4,17,Namakkal,Tamil Nadu,271,120,33,37,81
2015-04-22,2015,4,17,Namakkal,Tamil Nadu,185,72,36,22,55
2015-04-23,2015,4,17,Namakkal,Tamil Nadu,137,52,23,18,44
2015-04-24,2015,4,17,Namakkal,Tamil Nadu,207,70,25,26,86
2015-04-25,2015,4,17,Namakkal,Tamil Nadu,87,26,8,11,42
2015-04-27,2015,4,18,Namakkal,Tamil Nadu,197,71,34,26,66
2015-04-28,2015,4,18,Namakkal,Tamil Nadu,222,73,25,35,89
2015-04-29,2015,4,18,Namakkal,Tamil Nadu,286,111,38,42,95
2015-04-30,2015,4,18,Namakkal,Tamil Nadu,158,62,27,28,41
2015-05-01,2015,5,18,Namakkal,Tamil Nadu,247,102,43,38,64
2015-05-02,2015,5,18,Namakkal,Tamil Nadu,153,60,29,17,47
2015-05-04,2015,5,19,Namakkal,Tamil Nadu,287,97,36,46,108
2015-05-05,2015,5,19,Namakkal,Tamil Nadu,198,65,26,22,85
2015-05-06,2015,5,19,Namakkal,Tamil Nadu,248,103,41,42,62
2015-05-07,2015,5,19,Namakkal,Tamil Nadu,255,106,46,26,77
2015-05-08,2015,5,19,Namakkal,Tamil Nadu,230,83,38,32,77
2015-05-09,2015,5,19,Namakkal,Tamil Nadu,149,62,22,21,44
2015-05-11,2015,5,20,Namakkal,Tamil Nadu,120,47,17,16,40
2015-05-12,2015,5,20,Namakkal,Tamil Nadu,314,132,58,51,73
2015-05-13,2015,5,20,Namakkal,Tamil Nadu,180,73,23,19,65
2015-05-14,2015,5,20,Namakkal,Tamil Nadu,176,60,27,21,68
2015-05-15,2015,5,20,Namakkal,Tamil Nadu,181,78,20,32,51
2015-05-16,2015,5,20,Namakkal,Tamil Nadu,131,42,20,15,54
2015-05-18,2015,5,21,Namakkal,Tamil Nadu,219,89,33,38,59
2015-05-19,2015,5,21,Namakkal,Tamil Nadu,314,100,44,47,123
2015-05-20,2015,5,21,Namakkal,Tamil Nadu,158,69,22,16,51
2015-05-21,2015,5,21,Namakkal,Tamil Nadu,138,56,20,19,43
2015-05-22,2015,5,21,Namakkal,Tamil Nadu,166,64,25,25,52
2015-05-23,2015,5,21,Namakkal,Tamil Nadu,159,59,20,26,54
2015-05-25,2015,5,22,Namakkal,Tamil Nadu,245,84,34,43,84
2015-05-26,2015,5,22,Namakkal,Tamil Nadu,166,51,32,21,62
2015-05-27,2015,5,22,Namakkal,Tamil Nadu,184,80,34,29,41
2015-05-28,2015,5,22,Namakkal,Tamil Nadu,285,121,41,40,83
2015-05-29,2015,5,22,Namakkal,Tamil Nadu,168,54,22,25,67
2015-05-30,2015,5,22,Namakkal,Tamil Nadu,74,32,8,12,22
2015-06-01,2015,6,23,Namakkal,Tamil Nadu,278,98,48,44,88
2015-06-02,2015,6,23,Namakkal,Tamil Nadu,130,57,18,14,41
2015-06-03,2015,6,23,Namakkal,Tamil Nadu,155,68,21,24,42
2015-06-04,2015,6,23,Namakkal,Tamil Nadu,235,90,32,36,77
2015-06-05,2015,6,23,Namakkal,Tamil Nadu,229,88,25,25,91
2015-06-06,2015,6,23,Namakkal,Tamil Nadu,90,27,11,9,43
2015-06-08,2015,6,24,Namakkal,Tamil Nadu,283,125,32,46,80
2015-06-09,2015,6,24,Namakkal,Tamil Nadu,256,93,35,26,102
2015-06-10,2015,6,24,Namakkal,Tamil Nadu,202,69,25,26,82
2015-06-11,2015,6,24,Namakkal,Tamil Nadu,209,88,32,33,56
2015-06-12,2015,6,24,Namakkal,Tamil Nadu,167,53,24,22,68
2015-06-13,2015,6,24,Namakkal,Tamil Nadu,101,42,11,11,37
2015-06-15,2015,6,25,Namakkal,Tamil Nadu,235,92,45,32,66
2015-06-16,2015,6,25,Namakkal,Tamil Nadu,129,47,19,14,49
2015-06-17,2015,6,25,Namakkal,Tamil Nadu,159,56,29,17,57
2015-06-18,2015,6,25,Namakkal,Tamil Nadu,254,77,43,37,97
2015-06-19,2015,6,25,Namakkal,Tamil Nadu,130,39,25,17,49
2015-06-20,2015,6,25,Namakkal,Tamil Nadu,142,56,18,15,53
2015-06-22,2015,6,26,Namakkal,Tamil Nadu,252,93,45,44,70
2015-06-23,2015,6,26,Namakkal,Tamil Nadu,288,106,28,35,119
2015-06-24,2015,6,26,Namakkal,Tamil Nadu,310,110,46,43,111
2015-06-25,2015,6,26,Namakkal,Tamil Nadu,122,49,14,12,47
2015-06-26,2015,6,26,Namakkal,Tamil Nadu,249,76,41,29,103
2015-06-27,2015,6,26,Namakkal,Tamil Nadu,132,53,24,22,33
2015-06-29,2015,6,27,Namakkal,Tamil Nadu,107,44,15,16,32
2015-06-30,2015,6,27,Namakkal,Tamil Nadu,128,47,19,20,42
2015-07-01,2015,7,27,Namakkal,Tamil Nadu,239,90,42,38,69
2015-07-02,2015,7,27,Namakkal,Tamil Nadu,190,74,20,30,66
2015-07-03,2015,7,27,Namakkal,Tamil Nadu,201,64,35,24,78
2015-07-04,2015,7,27,Namakkal,Tamil Nadu,185,81,22,28,54
2015-07-06,2015,7,28,Namakkal,Tamil Nadu,165,59,22,24,60
2015-07-07,2015,7,28,Namakkal,Tamil Nadu,198,82,30,27,59
2015-07-08,2015,7,28,Namakkal,Tamil Nadu,261,85,51,27,98
2015-07-09,2015,7,28,Namakkal,Tamil Nadu,163,67,26,26,44
2015-07-10,2015,7,28,Namakkal,Tamil Nadu,133,52,20,21,40
2015-07-11,2015,7,28,Namakkal,Tamil Nadu,96,32,10,10,44
2015-07-13,2015,7,29,Namakkal,Tamil Nadu,284,120,31,36,97
2015-07-14,2015,7,29,Namakkal,Tamil Nadu,196,82,32,22,60
2015-07-15,2015,7,29,Namakkal,Tamil Nadu,148,65,26,22,35
2015-07-16,2015,7,29,Namakkal,Tamil Nadu,296,124,37,51,84
2015-07-17,2015,7,29,Namakkal,Tamil Nadu,181,68,29,20,64
2015-07-18,2015,7,29,Namakkal,Tamil Nadu,113,34,14,15,50
2015-07-20,2015,7,30,Namakkal,Tamil Nadu,160,53,28,22,57
2015-07-21,2015,7,30,Namakkal,Tamil Nadu,116,48,11,19,38
2015-07-22,2015,7,30,Namakkal,Tamil Nadu,210,74,34,25,77
2015-07-23,2015,7,30,Namakkal,Tamil Nadu,156,69,30,24,33
2015-07-24,2015,7,30,Namakkal,Tamil Nadu,251,106,41,38,66
2015-07-25,2015,7,30,Namakkal,Tamil Nadu,160,71,29,21,39
2015-07-27,2015,7,31,Namakkal,Tamil Nadu,253,99,47,34,73
2015-07-28,2015,7,31,Namakkal,Tamil Nadu,155,50,17,24,64
2015-07-29,2015,7,31,Namakkal,Tamil Nadu,158,67,23,20,48
2015-07-30,2015,7,31,Namakkal,Tamil Nadu,219,88,40,22,69
2015-07-31,2015,7,31,Namakkal,Tamil Nadu,136,49,13,17,57
2015-08-01,2015,8,31,Namakkal,Tamil Nadu,100,38,11,13,38
2015-08-03,2015,8,32,Namakkal,Tamil Nadu,118,38,13,12,55
2015-08-04,2015,8,32,Namakkal,Tamil Nadu,188,71,36,27,54
2015-08-05,2015,8,32,Namakkal,Tamil Nadu,161,60,25,25,51
2015-08-06,2015,8,32,Namakkal,Tamil Nadu,89,28,16,12,33
2015-08-07,2015,8,32,Namakkal,Tamil Nadu,96,37,17,13,29
2015-08-08,2015,8,32,Namakkal,Tamil Nadu,58,19,11,5,23
2015-08-10,2015,8,33,Namakkal,Tamil Nadu,107,36,16,12,43
2015-08-11,2015,8,33,Namakkal,Tamil Nadu,162,59,25,27,51
2015-08-12,2015,8,33,Namakkal,Tamil Nadu,160,48,18,26,68
2015-08-13,2015,8,33,Namakkal,Tamil Nadu,96,35,11,12,38
2015-08-14,2015,8,33,Namakkal,Tamil Nadu,155,59,30,22,44
2015-08-15,2015,8,33,Namakkal,Tamil Nadu,78,27,15,12,24
2015-08-17,2015,8,34,Namakkal,Tamil Nadu,131,55,25,18,33
2015-08-18,2015,8,34,Namakkal,Tamil Nadu,177,78,19,29,51
2015-08-19,2015,8,34,Namakkal,Tamil Nadu,87,36,15,9,27
2015-08-20,2015,8,34,Namakkal,Tamil Nadu,200,86,37,21,56
2015-08-21,2015,8,34,Namakkal,Tamil Nadu,93,34,13,13,33
2015-08-22,2015,8,34,Namakkal,Tamil Nadu,107,47,14,15,31
2015-08-24,2015,8,35,Namakkal,Tamil Nadu,208,93,34,26,55
2015-08-25,2015,8,35,Namakkal,Tamil Nadu,90,31,13,12,34
2015-08-26,2015,8,35,Namakkal,Tamil Nadu,178,65,27,30,56
2015-08-27,2015,8,35,Namakkal,Tamil Nadu,149,51,23,21,54
2015-08-28,2015,8,35,Namakkal,Tamil Nadu,131,51,21,13,46
2015-08-29,2015,8,35,Namakkal,Tamil Nadu,53,21,9,6,17
