date,year,month,week_number,district,state,total_calls,fever_calls,accident_calls,cardiac_calls,other_calls
2020-01-18,2020,1,3,Madurai,Tamil Nadu,49,24,13,6,6
2020-01-19,2020,1,3,Madurai,Tamil Nadu,35,13,8,5,9
2020-01-20,2020,1,4,Madurai,Tamil Nadu,26,10,6,2,8
2020-01-21,2020,1,4,Madurai,Tamil Nadu,37,16,9,4,8
2020-01-22,2020,1,4,Madurai,Tamil Nadu,46,16,10,5,15
2020-01-23,2020,1,4,Madurai,Tamil Nadu,20,7,4,2,7
2020-01-24,2020,1,4,Madurai,Tamil Nadu,50,21,13,6,10
2020-01-25,2020,1,4,Madurai,Tamil Nadu,40,18,9,5,8
2020-01-26,2020,1,4,Madurai,Tamil Nadu,18,7,4,2,5
2020-01-27,2020,1,5,Madurai,Tamil Nadu,22,8,5,2,7
2020-01-28,2020,1,5,Madurai,Tamil Nadu,57,27,15,7,8
2020-01-29,2020,1,5,Madurai,Tamil Nadu,61,29,16,8,8
2020-01-30,2020,1,5,Madurai,Tamil Nadu,43,17,12,5,9
2020-01-31,2020,1,5,Madurai,Tamil Nadu,20,7,5,2,6
2020-02-01,2020,2,5,Madurai,Tamil Nadu,18,6,4,2,6
2020-02-02,2020,2,5,Madurai,Tamil Nadu,35,13,10,4,8
2020-02-03,2020,2,6,Madurai,Tamil Nadu,27,10,7,3,7
2020-02-04,2020,2,6,Madurai,Tamil Nadu,22,9,5,2,6
2020-02-05,2020,2,6,Madurai,Tamil Nadu,37,16,7,5,9
2020-02-06,2020,2,6,Madurai,Tamil Nadu,30,13,6,4,7
2020-02-07,2020,2,6,Madurai,Tamil Nadu,38,17,10,4,7
2020-02-08,2020,2,6,Madurai,Tamil Nadu,30,12,7,3,8
2020-02-09,2020,2,6,Madurai,Tamil Nadu,25,10,6,2,7
2020-02-10,2020,2,7,Madurai,Tamil Nadu,14,4,4,1,5
2020-02-11,2020,2,7,Madurai,Tamil Nadu,41,18,10,4,9
2020-02-12,2020,2,7,Madurai,Tamil Nadu,27,12,7,4,4
2020-02-13,2020,2,7,Madurai,Tamil Nadu,40,16,9,5,10
2020-02-14,2020,2,7,Madurai,Tamil Nadu,17,8,3,2,4
2020-02-15,2020,2,7,Madurai,Tamil Nadu,20,8,5,2,5
2020-02-16,2020,2,7,Madurai,Tamil Nadu,17,8,4,2,3
2020-02-17,2020,2,8,Madurai,Tamil Nadu,14,5,3,1,5
2020-02-18,2020,2,8,Madurai,Tamil Nadu,34,15,9,4,6
2020-02-19,2020,2,8,Madurai,Tamil Nadu,34,16,8,4,6
2020-02-20,2020,2,8,Madurai,Tamil Nadu,27,11,8,3,5
2020-02-21,2020,2,8,Madurai,Tamil Nadu,22,10,5,2,5
2020-02-22,2020,2,8,Madurai,Tamil Nadu,11,4,2,1,4
2020-02-23,2020,2,8,Madurai,Tamil Nadu,25,11,7,2,5
2020-02-24,2020,2,9,Madurai,Tamil Nadu,41,17,10,5,9
2020-02-25,2020,2,9,Madurai,Tamil Nadu,41,18,10,5,8
2020-02-26,2020,2,9,Madurai,Tamil Nadu,27,12,7,2,6
2020-02-27,2020,2,9,Madurai,Tamil Nadu,23,11,5,2,5
2020-02-28,2020,2,9,Madurai,Tamil Nadu,40,19,8,5,8
2020-02-29,2020,2,9,Madurai,Tamil Nadu,17,8,5,1,3
2020-03-01,2020,3,9,Madurai,Tamil Nadu,12,4,3,1,4
2020-03-02,2020,3,10,Madurai,Tamil Nadu,19,8,4,2,5
2020-03-03,2020,3,10,Madurai,Tamil Nadu,20,9,4,2,5
2020-03-04,2020,3,10,Madurai,Tamil Nadu,31,14,6,4,7
2020-03-05,2020,3,10,Madurai,Tamil Nadu,36,17,10,3,6
2020-03-06,2020,3,10,Madurai,Tamil Nadu,16,7,3,1,5
2020-03-07,2020,3,10,Madurai,Tamil Nadu,21,8,5,2,6
2020-03-08,2020,3,10,Madurai,Tamil Nadu,17,7,3,1,6
2020-03-09,2020,3,11,Madurai,Tamil Nadu,43,17,10,4,12
2020-03-10,2020,3,11,Madurai,Tamil Nadu,28,11,5,3,9
2020-03-11,2020,3,11,Madurai,Tamil Nadu,26,11,5,3,7
2020-03-12,2020,3,11,Madurai,Tamil Nadu,16,7,3,2,4
2020-03-13,2020,3,11,Madurai,Tamil Nadu,19,6,3,2,8
2020-03-14,2020,3,11,Madurai,Tamil Nadu,24,9,4,2,9
2020-03-15,2020,3,11,Madurai,Tamil Nadu,20,8,4,2,6
2020-03-16,2020,3,12,Madurai,Tamil Nadu,36,14,10,4,8
2020-03-17,2020,3,12,Madurai,Tamil Nadu,41,17,9,5,10
2020-03-18,2020,3,12,Madurai,Tamil Nadu,17,7,4,1,5
2020-03-19,2020,3,12,Madurai,Tamil Nadu,42,19,12,4,7
2020-03-20,2020,3,12,Madurai,Tamil Nadu,32,15,7,4,6
2020-03-21,2020,3,12,Madurai,Tamil Nadu,16,7,4,2,3
2020-03-22,2020,3,12,Madurai,Tamil Nadu,31,14,7,3,7
2020-03-23,2020,3,13,Madurai,Tamil Nadu,25,9,6,2,8
2020-03-24,2020,3,13,Madurai,Tamil Nadu,24,8,6,2,8
2020-03-25,2020,3,13,Madurai,Tamil Nadu,14,5,3,1,5
2020-03-26,2020,3,13,Madurai,Tamil Nadu,18,8,4,1,5
2020-03-27,2020,3,13,Madurai,Tamil Nadu,25,11,5,3,6
2020-03-28,2020,3,13,Madurai,Tamil Nadu,15,7,4,2,2
2020-03-29,2020,3,13,Madurai,Tamil Nadu,13,5,3,1,4
2020-03-30,2020,3,14,Madurai,Tamil Nadu,16,6,4,2,4
2020-03-31,2020,3,14,Madurai,Tamil Nadu,18,8,5,2,3
2020-04-01,2020,4,14,Madurai,Tamil Nadu,51,20,12,6,13
2020-04-02,2020,4,14,Madurai,Tamil Nadu,61,27,13,7,14
2020-04-03,2020,4,14,Madurai,Tamil Nadu,57,20,12,5,20
2020-04-04,2020,4,14,Madurai,Tamil Nadu,35,17,8,4,6
2020-04-05,2020,4,14,Madurai,Tamil Nadu,53,19,14,7,13
2020-04-06,2020,4,15,Madurai,Tamil Nadu,21,9,6,3,3
2020-04-07,2020,4,15,Madurai,Tamil Nadu,32,13,7,3,9
2020-04-08,2020,4,15,Madurai,Tamil Nadu,44,16,9,6,13
2020-04-09,2020,4,15,Madurai,Tamil Nadu,62,30,13,8,11
2020-04-10,2020,4,15,Madurai,Tamil Nadu,28,11,5,3,9
2020-04-11,2020,4,15,Madurai,Tamil Nadu,44,21,8,4,11
2020-04-12,2020,4,15,Madurai,Tamil Nadu,36,13,8,3,12
2020-04-13,2020,4,16,Madurai,Tamil Nadu,49,17,12,6,14
2020-04-14,2020,4,16,Madurai,Tamil Nadu,33,15,6,3,9
2020-04-15,2020,4,16,Madurai,Tamil Nadu,35,14,7,5,9
2020-04-16,2020,4,16,Madurai,Tamil Nadu,57,27,13,8,9
2020-04-17,2020,4,16,Madurai,Tamil Nadu,43,20,12,5,6
2020-04-18,2020,4,16,Madurai,Tamil Nadu,49,19,11,6,13
2020-04-19,2020,4,16,Madurai,Tamil Nadu,53,18,14,5,16
2020-04-20,2020,4,17,Madurai,Tamil Nadu,55,22,15,8,10
2020-04-21,2020,4,17,Madurai,Tamil Nadu,48,16,11,5,16
2020-04-22,2020,4,17,Madurai,Tamil Nadu,20,7,4,2,7
2020-04-23,2020,4,17,Madurai,Tamil Nadu,42,20,11,5,6
2020-04-24,2020,4,17,Madurai,Tamil Nadu,20,9,4,2,5
2020-04-25,2020,4,17,Madurai,Tamil Nadu,37,13,8,4,12
2020-04-26,2020,4,17,Madurai,Tamil Nadu,34,12,7,4,11
2020-04-27,2020,4,18,Madurai,Tamil Nadu,37,18,9,3,7
2020-04-28,2020,4,18,Madurai,Tamil Nadu,44,16,10,6,12
2020-04-29,2020,4,18,Madurai,Tamil Nadu,34,12,7,4,11
2020-04-30,2020,4,18,Madurai,Tamil Nadu,54,23,14,5,12
2020-05-01,2020,5,18,Madurai,Tamil Nadu,31,11,6,4,10
2020-05-02,2020,5,18,Madurai,Tamil Nadu,46,21,11,5,9
2020-05-03,2020,5,18,Madurai,Tamil Nadu,25,9,5,2,9
2020-05-04,2020,5,19,Madurai,Tamil Nadu,27,9,6,2,10
2020-05-05,2020,5,19,Madurai,Tamil Nadu,19,8,4,2,5
2020-05-06,2020,5,19,Madurai,Tamil Nadu,22,8,5,2,7
2020-05-07,2020,5,19,Madurai,Tamil Nadu,34,14,9,5,6
2020-05-08,2020,5,19,Madurai,Tamil Nadu,19,7,5,2,5
2020-05-09,2020,5,19,Madurai,Tamil Nadu,41,19,11,5,6
2020-05-10,2020,5,19,Madurai,Tamil Nadu,31,11,8,3,9
2020-05-11,2020,5,20,Madurai,Tamil Nadu,47,17,13,5,12
2020-05-12,2020,5,20,Madurai,Tamil Nadu,23,8,5,3,7
2020-05-13,2020,5,20,Madurai,Tamil Nadu,32,13,7,3,9
2020-05-14,2020,5,20,Madurai,Tamil Nadu,24,8,6,3,7
2020-05-15,2020,5,20,Madurai,Tamil Nadu,38,18,8,4,8
2020-05-16,2020,5,20,Madurai,Tamil Nadu,26,9,7,3,7
2020-05-17,2020,5,20,Madurai,Tamil Nadu,56,21,13,6,16
2020-05-18,2020,5,21,Madurai,Tamil Nadu,42,15,12,4,11
2020-05-19,2020,5,21,Madurai,Tamil Nadu,52,24,12,7,9
2020-05-20,2020,5,21,Madurai,Tamil Nadu,54,22,13,7,12
2020-05-21,2020,5,21,Madurai,Tamil Nadu,40,18,9,5,8
2020-05-22,2020,5,21,Madurai,Tamil Nadu,32,13,6,4,9
2020-05-23,2020,5,21,Madurai,Tamil Nadu,38,17,11,4,6
2020-05-24,2020,5,21,Madurai,Tamil Nadu,24,9,5,3,7
2020-05-25,2020,5,22,Madurai,Tamil Nadu,32,14,7,4,7
2020-05-26,2020,5,22,Madurai,Tamil Nadu,72,27,18,9,18
2020-05-27,2020,5,22,Madurai,Tamil Nadu,53,18,14,5,16
2020-05-28,2020,5,22,Madurai,Tamil Nadu,26,10,7,3,6
2020-05-29,2020,5,22,Madurai,Tamil Nadu,50,19,12,5,14
2020-05-30,2020,5,22,Madurai,Tamil Nadu,33,16,9,3,5
2020-05-31,2020,5,22,Madurai,Tamil Nadu,32,12,7,4,9
2020-06-01,2020,6,23,Madurai,Tamil Nadu,22,9,6,3,4
2020-06-02,2020,6,23,Madurai,Tamil Nadu,17,6,3,2,6
2020-06-03,2020,6,23,Madurai,Tamil Nadu,59,22,14,6,17
2020-06-04,2020,6,23,Madurai,Tamil Nadu,47,23,13,6,5
2020-06-05,2020,6,23,Madurai,Tamil Nadu,31,12,7,4,8
2020-06-06,2020,6,23,Madurai,Tamil Nadu,21,7,4,2,8
2020-06-07,2020,6,23,Madurai,Tamil Nadu,23,8,5,2,8
2020-06-08,2020,6,24,Madurai,Tamil Nadu,29,13,6,3,7
2020-06-09,2020,6,24,Madurai,Tamil Nadu,47,16,10,4,17
2020-06-10,2020,6,24,Madurai,Tamil Nadu,36,15,7,4,10
2020-06-11,2020,6,24,Madurai,Tamil Nadu,52,24,13,7,8
2020-06-12,2020,6,24,Madurai,Tamil Nadu,18,6,4,2,6
2020-06-13,2020,6,24,Madurai,Tamil Nadu,23,11,4,3,5
2020-06-14,2020,6,24,Madurai,Tamil Nadu,23,10,5,2,6
2020-06-15,2020,6,25,Madurai,Tamil Nadu,41,19,10,6,6
2020-06-16,2020,6,25,Madurai,Tamil Nadu,36,17,9,3,7
2020-06-17,2020,6,25,Madurai,Tamil Nadu,38,17,8,4,9
2020-06-18,2020,6,25,Madurai,Tamil Nadu,51,23,13,7,8
2020-06-19,2020,6,25,Madurai,Tamil Nadu,39,16,10,5,8
2020-06-20,2020,6,25,Madurai,Tamil Nadu,42,15,12,5,10
2020-06-21,2020,6,25,Madurai,Tamil Nadu,52,23,12,7,10
2020-06-22,2020,6,26,Madurai,Tamil Nadu,50,22,10,7,11
2020-06-23,2020,6,26,Madurai,Tamil Nadu,42,19,10,6,7
2020-06-24,2020,6,26,Madurai,Tamil Nadu,46,17,13,5,11
2020-06-25,2020,6,26,Madurai,Tamil Nadu,51,20,12,6,13
2020-06-26,2020,6,26,Madurai,Tamil Nadu,32,11,8,3,10
2020-06-27,2020,6,26,Madurai,Tamil Nadu,44,19,9,5,11
2020-06-28,2020,6,26,Madurai,Tamil Nadu,18,8,4,1,5
2020-06-29,2020,6,27,Madurai,Tamil Nadu,26,11,7,3,5
2020-06-30,2020,6,27,Madurai,Tamil Nadu,68,24,14,7,23
2020-07-01,2020,7,27,Madurai,Tamil Nadu,50,21,12,7,10
2020-07-02,2020,7,27,Madurai,Tamil Nadu,27,11,5,3,8
2020-07-03,2020,7,27,Madurai,Tamil Nadu,27,9,8,3,7
2020-07-04,2020,7,27,Madurai,Tamil Nadu,26,12,5,2,7
2020-07-05,2020,7,27,Madurai,Tamil Nadu,31,13,6,4,8
2020-07-06,2020,7,28,Madurai,Tamil Nadu,17,6,4,2,5
2020-07-07,2020,7,28,Madurai,Tamil Nadu,18,6,3,2,7
2020-07-08,2020,7,28,Madurai,Tamil Nadu,26,9,7,3,7
2020-07-09,2020,7,28,Madurai,Tamil Nadu,22,8,5,2,7
2020-07-10,2020,7,28,Madurai,Tamil Nadu,40,18,8,5,9
2020-07-11,2020,7,28,Madurai,Tamil Nadu,32,11,8,4,9
2020-07-12,2020,7,28,Madurai,Tamil Nadu,29,10,7,2,10
2020-07-13,2020,7,29,Madurai,Tamil Nadu,23,11,6,3,3
2020-07-14,2020,7,29,Madurai,Tamil Nadu,26,12,6,3,5
2020-07-15,2020,7,29,Madurai,Tamil Nadu,49,17,10,5,17
2020-07-16,2020,7,29,Madurai,Tamil Nadu,24,8,6,3,7
2020-07-17,2020,7,29,Madurai,Tamil Nadu,23,8,5,3,7
2020-07-18,2020,7,29,Madurai,Tamil Nadu,28,11,8,3,6
2020-07-19,2020,7,29,Madurai,Tamil Nadu,15,7,3,2,3
2020-07-20,2020,7,30,Madurai,Tamil Nadu,16,7,4,1,4
2020-07-21,2020,7,30,Madurai,Tamil Nadu,35,14,9,4,8
2020-07-22,2020,7,30,Madurai,Tamil Nadu,20,9,5,2,4
2020-07-23,2020,7,30,Madurai,Tamil Nadu,17,8,4,2,3
2020-07-24,2020,7,30,Madurai,Tamil Nadu,15,5,3,1,6
2020-07-25,2020,7,30,Madurai,Tamil Nadu,15,5,4,1,5
2020-07-26,2020,7,30,Madurai,Tamil Nadu,32,13,6,4,9
2020-07-27,2020,7,31,Madurai,Tamil Nadu,21,9,4,2,6
2020-07-28,2020,7,31,Madurai,Tamil Nadu,37,16,8,4,9
2020-07-29,2020,7,31,Madurai,Tamil Nadu,28,12,8,4,4
2020-07-30,2020,7,31,Madurai,Tamil Nadu,41,14,11,5,11
2020-07-31,2020,7,31,Madurai,Tamil Nadu,28,11,6,3,8
2020-08-01,2020,8,31,Madurai,Tamil Nadu,27,11,7,4,5
2020-08-02,2020,8,31,Madurai,Tamil Nadu,33,14,6,4,9
2020-08-03,2020,8,32,Madurai,Tamil Nadu,15,5,3,1,6
2020-08-04,2020,8,32,Madurai,Tamil Nadu,38,18,7,5,8
2020-08-05,2020,8,32,Madurai,Tamil Nadu,22,7,5,2,8
2020-08-06,2020,8,32,Madurai,Tamil Nadu,12,4,3,1,4
2020-08-07,2020,8,32,Madurai,Tamil Nadu,31,13,6,3,9
2020-08-08,2020,8,32,Madurai,Tamil Nadu,16,5,3,1,7
2020-08-09,2020,8,32,Madurai,Tamil Nadu,24,10,6,2,6
2020-08-10,2020,8,33,Madurai,Tamil Nadu,17,6,4,1,6
2020-08-11,2020,8,33,Madurai,Tamil Nadu,39,16,8,5,10
2020-08-12,2020,8,33,Madurai,Tamil Nadu,16,6,4,2,4
2020-08-13,2020,8,33,Madurai,Tamil Nadu,20,7,5,2,6
2020-08-14,2020,8,33,Madurai,Tamil Nadu,32,13,6,4,9
2020-08-15,2020,8,33,Madurai,Tamil Nadu,20,7,4,2,7
2020-08-16,2020,8,33,Madurai,Tamil Nadu,28,12,7,3,6
2020-08-17,2020,8,34,Madurai,Tamil Nadu,34,13,6,4,11
2020-08-18,2020,8,34,Madurai,Tamil Nadu,39,14,9,4,12
2020-08-19,2020,8,34,Madurai,Tamil Nadu,36,14,9,4,9
2020-08-20,2020,8,34,Madurai,Tamil Nadu,21,7,5,2,7
2020-08-21,2020,8,34,Madurai,Tamil Nadu,28,12,7,4,5
2020-08-22,2020,8,34,Madurai,Tamil Nadu,23,9,5,2,7
2020-08-23,2020,8,34,Madurai,Tamil Nadu,20,7,4,2,7
2020-08-24,2020,8,35,Madurai,Tamil Nadu,18,7,4,2,5
2020-08-25,2020,8,35,Madurai,Tamil Nadu,29,12,8,3,6
2020-08-26,2020,8,35,Madurai,Tamil Nadu,24,9,6,3,6
2020-08-27,2020,8,35,Madurai,Tamil Nadu,28,11,7,3,7
2020-08-28,2020,8,35,Madurai,Tamil Nadu,19,7,4,2,6
2020-08-29,2020,8,35,Madurai,Tamil Nadu,23,11,6,2,4
2020-08-30,2020,8,35,Madurai,Tamil Nadu,13,6,3,1,3
2020-08-31,2020,8,36,Madurai,Tamil Nadu,24,9,6,3,6
2020-09-01,2020,9,36,Madurai,Tamil Nadu,39,17,9,4,9
2020-09-02,2020,9,36,Madurai,Tamil Nadu,39,17,7,5,10
2020-09-03,2020,9,36,Madurai,Tamil Nadu,27,11,6,3,7
2020-09-04,2020,9,36,Madurai,Tamil Nadu,22,9,6,3,4
2020-09-05,2020,9,36,Madurai,Tamil Nadu,34,15,8,3,8
2020-09-06,2020,9,36,Madurai,Tamil Nadu,16,6,4,1,5
2020-09-07,2020,9,37,Madurai,Tamil Nadu,47,21,13,4,9
2020-09-08,2020,9,37,Madurai,Tamil Nadu,16,6,4,1,5
2020-09-09,2020,9,37,Madurai,Tamil Nadu,42,20,12,6,4
2020-09-10,2020,9,37,Madurai,Tamil Nadu,21,8,4,2,7
2020-09-11,2020,9,37,Madurai,Tamil Nadu,25,10,7,3,5
2020-09-12,2020,9,37,Madurai,Tamil Nadu,35,12,8,3,12
2020-09-13,2020,9,37,Madurai,Tamil Nadu,32,12,8,4,8
2020-09-14,2020,9,38,Madurai,Tamil Nadu,39,16,8,4,11
2020-09-15,2020,9,38,Madurai,Tamil Nadu,37,16,8,5,8
2020-09-16,2020,9,38,Madurai,Tamil Nadu,24,8,5,2,9
2020-09-17,2020,9,38,Madurai,Tamil Nadu,25,12,5,3,5
2020-09-18,2020,9,38,Madurai,Tamil Nadu,27,13,5,2,7
2020-09-19,2020,9,38,Madurai,Tamil Nadu,21,10,6,2,3
2020-09-20,2020,9,38,Madurai,Tamil Nadu,26,9,6,3,8
2020-09-21,2020,9,39,Madurai,Tamil Nadu,15,7,4,1,3
2020-09-22,2020,9,39,Madurai,Tamil Nadu,31,11,8,3,9
2020-09-23,2020,9,39,Madurai,Tamil Nadu,33,15,8,4,6
2020-09-24,2020,9,39,Madurai,Tamil Nadu,27,12,6,3,6
2020-09-25,2020,9,39,Madurai,Tamil Nadu,31,15,9,3,4
2020-09-26,2020,9,39,Madurai,Tamil Nadu,37,14,9,4,10
2020-09-27,2020,9,39,Madurai,Tamil Nadu,28,13,6,3,6
2020-09-28,2020,9,40,Madurai,Tamil Nadu,25,11,5,2,7
2020-09-29,2020,9,40,Madurai,Tamil Nadu,38,14,10,5,9
2020-09-30,2020,9,40,Madurai,Tamil Nadu,15,7,4,2,2
2020-10-01,2020,10,40,Madurai,Tamil Nadu,81,33,20,10,18
2020-10-02,2020,10,40,Madurai,Tamil Nadu,51,19,14,6,12
2020-10-03,2020,10,40,Madurai,Tamil Nadu,28,12,7,3,6
2020-10-04,2020,10,40,Madurai,Tamil Nadu,70,34,15,9,12
2020-10-05,2020,10,41,Madurai,Tamil Nadu,60,22,13,8,17
2020-10-06,2020,10,41,Madurai,Tamil Nadu,58,24,14,6,14
2020-10-07,2020,10,41,Madurai,Tamil Nadu,58,23,14,8,13
2020-10-08,2020,10,41,Madurai,Tamil Nadu,40,16,11,4,9
2020-10-09,2020,10,41,Madurai,Tamil Nadu,39,15,10,5,9
2020-10-10,2020,10,41,Madurai,Tamil Nadu,26,10,5,3,8
2020-10-11,2020,10,41,Madurai,Tamil Nadu,41,16,11,5,9
2020-10-12,2020,10,42,Madurai,Tamil Nadu,71,33,21,10,7
2020-10-13,2020,10,42,Madurai,Tamil Nadu,38,13,8,5,12
2020-10-14,2020,10,42,Madurai,Tamil Nadu,60,24,13,7,16
2020-10-15,2020,10,42,Madurai,Tamil Nadu,64,31,17,9,7
2020-10-16,2020,10,42,Madurai,Tamil Nadu,54,25,13,7,9
2020-10-17,2020,10,42,Madurai,Tamil Nadu,62,25,16,6,15
2020-10-18,2020,10,42,Madurai,Tamil Nadu,32,15,7,3,7
2020-10-19,2020,10,43,Madurai,Tamil Nadu,61,27,16,6,12
2020-10-20,2020,10,43,Madurai,Tamil Nadu,42,16,9,5,12
2020-10-21,2020,10,43,Madurai,Tamil Nadu,46,17,13,6,10
2020-10-22,2020,10,43,Madurai,Tamil Nadu,30,11,8,3,8
2020-10-23,2020,10,43,Madurai,Tamil Nadu,70,33,16,9,12
2020-10-24,2020,10,43,Madurai,Tamil Nadu,59,28,14,7,10
2020-10-25,2020,10,43,Madurai,Tamil Nadu,22,7,6,3,6
2020-10-26,2020,10,44,Madurai,Tamil Nadu,24,10,4,3,7
2020-10-27,2020,10,44,Madurai,Tamil Nadu,29,13,6,3,7
2020-10-28,2020,10,44,Madurai,Tamil Nadu,40,17,10,5,8
2020-10-29,2020,10,44,Madurai,Tamil Nadu,46,19,13,6,8
2020-10-30,2020,10,44,Madurai,Tamil Nadu,56,23,15,5,13
2020-10-31,2020,10,44,Madurai,Tamil Nadu,30,11,6,4,9
2020-11-01,2020,11,44,Madurai,Tamil Nadu,50,18,11,5,16
2020-11-02,2020,11,45,Madurai,Tamil Nadu,50,23,13,6,8
2020-11-03,2020,11,45,Madurai,Tamil Nadu,57,23,16,8,10
2020-11-04,2020,11,45,Madurai,Tamil Nadu,30,11,7,4,8
2020-11-05,2020,11,45,Madurai,Tamil Nadu,48,22,13,6,7
2020-11-06,2020,11,45,Madurai,Tamil Nadu,54,22,14,6,12
2020-11-07,2020,11,45,Madurai,Tamil Nadu,29,13,7,4,5
2020-11-08,2020,11,45,Madurai,Tamil Nadu,35,15,9,5,6
2020-11-09,2020,11,46,Madurai,Tamil Nadu,30,14,7,3,6
2020-11-10,2020,11,46,Madurai,Tamil Nadu,31,15,7,4,5
2020-11-11,2020,11,46,Madurai,Tamil Nadu,22,9,5,2,6
2020-11-12,2020,11,46,Madurai,Tamil Nadu,42,18,8,5,11
2020-11-13,2020,11,46,Madurai,Tamil Nadu,42,17,9,5,11
2020-11-14,2020,11,46,Madurai,Tamil Nadu,29,10,6,3,10
2020-11-15,2020,11,46,Madurai,Tamil Nadu,31,11,9,3,8
2020-11-16,2020,11,47,Madurai,Tamil Nadu,31,10,6,4,11
2020-11-17,2020,11,47,Madurai,Tamil Nadu,50,17,10,5,18
2020-11-18,2020,11,47,Madurai,Tamil Nadu,63,25,13,7,18
2020-11-19,2020,11,47,Madurai,Tamil Nadu,42,15,12,5,10
2020-11-20,2020,11,47,Madurai,Tamil Nadu,61,28,14,9,10
2020-11-21,2020,11,47,Madurai,Tamil Nadu,42,16,11,5,10
2020-11-22,2020,11,47,Madurai,Tamil Nadu,48,22,10,6,10
2020-11-23,2020,11,48,Madurai,Tamil Nadu,62,22,12,6,22
2020-11-24,2020,11,48,Madurai,Tamil Nadu,39,17,10,5,7
2020-11-25,2020,11,48,Madurai,Tamil Nadu,57,20,17,7,13
2020-11-26,2020,11,48,Madurai,Tamil Nadu,31,11,6,3,11
2020-11-27,2020,11,48,Madurai,Tamil Nadu,33,14,8,4,7
2020-11-28,2020,11,48,Madurai,Tamil Nadu,59,28,12,7,12
2020-11-29,2020,11,48,Madurai,Tamil Nadu,22,9,5,2,6
2020-11-30,2020,11,49,Madurai,Tamil Nadu,49,19,12,6,12
2020-12-01,2020,12,49,Madurai,Tamil Nadu,64,29,15,7,13
2020-12-02,2020,12,49,Madurai,Tamil Nadu,59,22,13,8,16
2020-12-03,2020,12,49,Madurai,Tamil Nadu,63,28,18,7,10
2020-12-04,2020,12,49,Madurai,Tamil Nadu,33,12,8,4,9
2020-12-05,2020,12,49,Madurai,Tamil Nadu,46,17,10,5,14
2020-12-06,2020,12,49,Madurai,Tamil Nadu,45,16,10,6,13
2020-12-07,2020,12,50,Madurai,Tamil Nadu,57,24,11,6,16
2020-12-08,2020,12,50,Madurai,Tamil Nadu,31,14,6,3,8
2020-12-09,2020,12,50,Madurai,Tamil Nadu,64,29,14,7,14
2020-12-10,2020,12,50,Madurai,Tamil Nadu,71,25,18,9,19
2020-12-11,2020,12,50,Madurai,Tamil Nadu,64,23,18,7,16
2020-12-12,2020,12,50,Madurai,Tamil Nadu,35,15,9,5,6
2020-12-13,2020,12,50,Madurai,Tamil Nadu,24,9,6,2,7
2020-12-14,2020,12,51,Madurai,Tamil Nadu,82,34,21,9,18
2020-12-15,2020,12,51,Madurai,Tamil Nadu,34,16,9,4,5
2020-12-16,2020,12,51,Madurai,Tamil Nadu,42,16,10,5,11
2020-12-17,2020,12,51,Madurai,Tamil Nadu,23,8,6,2,7
2020-12-18,2020,12,51,Madurai,Tamil Nadu,41,14,10,4,13
2020-12-19,2020,12,51,Madurai,Tamil Nadu,21,9,4,2,6
2020-12-20,2020,12,51,Madurai,Tamil Nadu,52,25,14,7,6
2020-12-21,2020,12,52,Madurai,Tamil Nadu,52,18,14,7,13
2020-12-22,2020,12,52,Madurai,Tamil Nadu,55,24,12,5,14
2020-12-23,2020,12,52,Madurai,Tamil Nadu,74,26,18,9,21
2020-12-24,2020,12,52,Madurai,Tamil Nadu,53,20,14,5,14
2020-12-25,2020,12,52,Madurai,Tamil Nadu,42,19,9,5,9
2020-12-26,2020,12,52,Madurai,Tamil Nadu,25,11,5,2,7
2020-12-27,2020,12,52,Madurai,Tamil Nadu,27,11,6,3,7
2020-12-28,2020,12,53,Madurai,Tamil Nadu,54,26,16,7,5
2020-12-29,2020,12,53,Madurai,Tamil Nadu,44,16,12,6,10
2020-12-30,2020,12,53,Madurai,Tamil Nadu,40,14,9,4,13
2020-12-31,2020,12,53,Madurai,Tamil Nadu,73,28,16,10,19
2021-01-01,2021,1,53,Madurai,Tamil Nadu,31,13,8,3,7
2021-01-02,2021,1,53,Madurai,Tamil Nadu,46,19,10,5,12
2021-01-03,2021,1,53,Madurai,Tamil Nadu,43,19,10,6,8
2021-01-04,2021,1,1,Madurai,Tamil Nadu,37,14,9,3,11
2021-01-05,2021,1,1,Madurai,Tamil Nadu,31,12,6,3,10
2021-01-06,2021,1,1,Madurai,Tamil Nadu,35,13,7,5,10
2021-01-07,2021,1,1,Madurai,Tamil Nadu,25,12,5,2,6
2021-01-08,2021,1,1,Madurai,Tamil Nadu,50,22,12,6,10
2021-01-09,2021,1,1,Madurai,Tamil Nadu,34,15,7,3,9
2021-01-10,2021,1,1,Madurai,Tamil Nadu,19,7,5,2,5
2021-01-11,2021,1,2,Madurai,Tamil Nadu,56,22,14,5,15
2021-01-12,2021,1,2,Madurai,Tamil Nadu,40,15,10,4,11
2021-01-13,2021,1,2,Madurai,Tamil Nadu,52,23,12,5,12
2021-01-14,2021,1,2,Madurai,Tamil Nadu,53,26,15,7,5
2021-01-15,2021,1,2,Madurai,Tamil Nadu,48,20,14,5,9
2021-01-16,2021,1,2,Madurai,Tamil Nadu,23,10,6,2,5
2021-01-17,2021,1,2,Madurai,Tamil Nadu,34,14,8,4,8
2021-01-18,2021,1,3,Madurai,Tamil Nadu,65,26,14,7,18
