date,year,month,week_number,day_of_year,district,state,rainfall_mm
2015-11-15,2015,11,46,319,Ramanathapuram,Tamil Nadu,16.43
2015-11-16,2015,11,47,320,Ramanathapuram,Tamil Nadu,6.15
2015-11-17,2015,11,47,321,Ramanathapuram,Tamil Nadu,14.7
2015-11-18,2015,11,47,322,Ramanathapuram,Tamil Nadu,1.62
2015-11-19,2015,11,47,323,Ramanathapuram,Tamil Nadu,9.68
2015-11-20,2015,11,47,324,Ramanathapuram,Tamil Nadu,5.73
2015-11-21,2015,11,47,325,Ramanathapuram,Tamil Nadu,71.0
2015-11-22,2015,11,47,326,Ramanathapuram,Tamil Nadu,10.74
2015-11-23,2015,11,48,327,Ramanathapuram,Tamil Nadu,13.75
2015-11-24,2015,11,48,328,Ramanathapuram,Tamil Nadu,1.69
2015-11-25,2015,11,48,329,Ramanathapuram,Tamil Nadu,57.89
2015-11-26,2015,11,48,330,Ramanathapuram,Tamil Nadu,0.63
2015-11-27,2015,11,48,331,Ramanathapuram,Tamil Nadu,0.88
2015-11-28,2015,11,48,332,Ramanathapuram,Tamil Nadu,0.95
2015-11-29,2015,11,48,333,Ramanathapuram,Tamil Nadu,24.54
2015-11-30,2015,11,49,334,Ramanathapuram,Tamil Nadu,15.65
2015-12-01,2015,12,49,335,Ramanathapuram,Tamil Nadu,43.37
2015-12-02,2015,12,49,336,Ramanathapuram,Tamil Nadu,0.83
2015-12-03,2015,12,49,337,Ramanathapuram,Tamil Nadu,14.12
2015-12-04,2015,12,49,338,Ramanathapuram,Tamil Nadu,9.14
2015-12-05,2015,12,49,339,Ramanathapuram,Tamil Nadu,12.23
2015-12-06,2015,12,49,340,Ramanathapuram,Tamil Nadu,8.63
2015-12-07,2015,12,50,341,Ramanathapuram,Tamil Nadu,13.5
2015-12-08,2015,12,50,342,Ramanathapuram,Tamil Nadu,28.51
2015-12-09,2015,12,50,343,Ramanathapuram,Tamil Nadu,10.63
2015-12-10,2015,12,50,344,Ramanathapuram,Tamil Nadu,27.21
2015-12-11,2015,12,50,345,Ramanathapuram,Tamil Nadu,18.29
2015-12-12,2015,12,50,346,Ramanathapuram,Tamil Nadu,24.02
2015-12-13,2015,12,50,347,Ramanathapuram,Tamil Nadu,12.92
2015-12-14,2015,12,51,348,Ramanathapuram,Tamil Nadu,8.77
2015-12-15,2015,12,51,349,Ramanathapuram,Tamil Nadu,0.87
2015-12-16,2015,12,51,350,Ramanathapuram,Tamil Nadu,21.61
2015-12-17,2015,12,51,351,Ramanathapuram,Tamil Nadu,3.33
2015-12-18,2015,12,51,352,Ramanathapuram,Tamil Nadu,0.45
2015-12-19,2015,12,51,353,Ramanathapuram,Tamil Nadu,8.78
2015-12-20,2015,12,51,354,Ramanathapuram,Tamil Nadu,12.01
2015-12-21,2015,12,52,355,Ramanathapuram,Tamil Nadu,13.01
2015-12-22,2015,12,52,356,Ramanathapuram,Tamil Nadu,13.29
2015-12-23,2015,12,52,357,Ramanathapuram,Tamil Nadu,12.73
2015-12-24,2015,12,52,358,Ramanathapuram,Tamil Nadu,19.82
2015-12-25,2015,12,52,359,Ramanathapuram,Tamil Nadu,17.6
2015-12-26,2015,12,52,360,Ramanathapuram,Tamil Nadu,20.11
2015-12-27,2015,12,52,361,Ramanathapuram,Tamil Nadu,7.4
2015-12-28,2015,12,53,362,Ramanathapuram,Tamil Nadu,0.78
2015-12-29,2015,12,53,363,Ramanathapuram,Tamil Nadu,12.25
2015-12-30,2015,12,53,364,Ramanathapuram,Tamil Nadu,2.83
2015-12-31,2015,12,53,365,Ramanathapuram,Tamil Nadu,23.55
2016-01-01,2016,1,53,1,Ramanathapuram,Tamil Nadu,2.56
2016-01-02,2016,1,53,2,Ramanathapuram,Tamil Nadu,2.9
2016-01-03,2016,1,53,3,Ramanathapuram,Tamil Nadu,0.67
2016-01-04,2016,1,1,4,Ramanathapuram,Tamil Nadu,2.01
2016-01-05,2016,1,1,5,Ramanathapuram,Tamil Nadu,1.5
2016-01-06,2016,1,1,6,Ramanathapuram,Tamil Nadu,0.63
2016-01-07,2016,1,1,7,Ramanathapuram,Tamil Nadu,3.35
2016-01-08,2016,1,1,8,Ramanathapuram,Tamil Nadu,1.6
2016-01-09,2016,1,1,9,Ramanathapuram,Tamil Nadu,0.42
2016-01-10,2016,1,1,10,Ramanathapuram,Tamil Nadu,0.73
2016-01-11,2016,1,2,11,Ramanathapuram,Tamil Nadu,0.52
2016-01-12,2016,1,2,12,Ramanathapuram,Tamil Nadu,0.75
2016-01-13,2016,1,2,13,Ramanathapuram,Tamil Nadu,0.42
2016-01-14,2016,1,2,14,Ramanathapuram,Tamil Nadu,0.93
2016-01-15,2016,1,2,15,Ramanathapuram,Tamil Nadu,2.37
2016-01-16,2016,1,2,16,Ramanathapuram,Tamil Nadu,6.4
2016-01-17,2016,1,2,17,Ramanathapuram,Tamil Nadu,0.47
2016-01-18,2016,1,3,18,Ramanathapuram,Tamil Nadu,0.71
2016-01-19,2016,1,3,19,Ramanathapuram,Tamil Nadu,0.0
2016-01-20,2016,1,3,20,Ramanathapuram,Tamil Nadu,0.51
2016-01-21,2016,1,3,21,Ramanathapuram,Tamil Nadu,1.08
2016-01-22,2016,1,3,22,Ramanathapuram,Tamil Nadu,1.24
2016-01-23,2016,1,3,23,Ramanathapuram,Tamil Nadu,0.62
2016-01-24,2016,1,3,24,Ramanathapuram,Tamil Nadu,0.33
2016-01-25,2016,1,4,25,Ramanathapuram,Tamil Nadu,1.66
2016-01-26,2016,1,4,26,Ramanathapuram,Tamil Nadu,1.05
2016-01-27,2016,1,4,27,Ramanathapuram,Tamil Nadu,1.11
2016-01-28,2016,1,4,28,Ramanathapuram,Tamil Nadu,4.51
2016-01-29,2016,1,4,29,Ramanathapuram,Tamil Nadu,1.65
2016-01-30,2016,1,4,30,Ramanathapuram,Tamil Nadu,0.98
2016-01-31,2016,1,4,31,Ramanathapuram,Tamil Nadu,0.59
2016-02-01,2016,2,5,32,Ramanathapuram,Tamil Nadu,1.12
2016-02-02,2016,2,5,33,Ramanathapuram,Tamil Nadu,3.96
2016-02-03,2016,2,5,34,Ramanathapuram,Tamil Nadu,6.71
2016-02-04,2016,2,5,35,Ramanathapuram,Tamil Nadu,0.95
2016-02-05,2016,2,5,36,Ramanathapuram,Tamil Nadu,0.47
2016-02-06,2016,2,5,37,Ramanathapuram,Tamil Nadu,4.92
2016-02-07,2016,2,5,38,Ramanathapuram,Tamil Nadu,0.31
2016-02-08,2016,2,6,39,Ramanathapuram,Tamil Nadu,0.71
2016-02-09,2016,2,6,40,Ramanathapuram,Tamil Nadu,0.46
2016-02-10,2016,2,6,41,Ramanathapuram,Tamil Nadu,1.67
2016-02-11,2016,2,6,42,Ramanathapuram,Tamil Nadu,1.05
2016-02-12,2016,2,6,43,Ramanathapuram,Tamil Nadu,0.68
2016-02-13,2016,2,6,44,Ramanathapuram,Tamil Nadu,2.92
2016-02-14,2016,2,6,45,Ramanathapuram,Tamil Nadu,2.18
2016-02-15,2016,2,7,46,Ramanathapuram,Tamil Nadu,10.81
2016-02-16,2016,2,7,47,Ramanathapuram,Tamil Nadu,0.75
2016-02-17,2016,2,7,48,Ramanathapuram,Tamil Nadu,3.73
2016-02-18,2016,2,7,49,Ramanathapuram,Tamil Nadu,0.72
2016-02-19,2016,2,7,50,Ramanathapuram,Tamil Nadu,0.02
2016-02-20,2016,2,7,51,Ramanathapuram,Tamil Nadu,0.33
2016-02-21,2016,2,7,52,Ramanathapuram,Tamil Nadu,1.42
2016-02-22,2016,2,8,53,Ramanathapuram,Tamil Nadu,3.32
2016-02-23,2016,2,8,54,Ramanathapuram,Tamil Nadu,0.12
2016-02-24,2016,2,8,55,Ramanathapuram,Tamil Nadu,3.57
2016-02-25,2016,2,8,56,Ramanathapuram,Tamil Nadu,2.52
2016-02-26,2016,2,8,57,Ramanathapuram,Tamil Nadu,0.07
2016-02-27,2016,2,8,58,Ramanathapuram,Tamil Nadu,0.22
2016-02-28,2016,2,8,59,Ramanathapuram,Tamil Nadu,0.16
2016-02-29,2016,2,9,60,Ramanathapuram,Tamil Nadu,2.27
2016-03-01,2016,3,9,61,Ramanathapuram,Tamil Nadu,1.65
2016-03-02,2016,3,9,62,Ramanathapuram,Tamil Nadu,0.89
2016-03-03,2016,3,9,63,Ramanathapuram,Tamil Nadu,0.18
2016-03-04,2016,3,9,64,Ramanathapuram,Tamil Nadu,1.0
2016-03-05,2016,3,9,65,Ramanathapuram,Tamil Nadu,2.29
2016-03-06,2016,3,9,66,Ramanathapuram,Tamil Nadu,0.2
2016-03-07,2016,3,10,67,Ramanathapuram,Tamil Nadu,3.88
2016-03-08,2016,3,10,68,Ramanathapuram,Tamil Nadu,0.13
2016-03-09,2016,3,10,69,Ramanathapuram,Tamil Nadu,1.87
2016-03-10,2016,3,10,70,Ramanathapuram,Tamil Nadu,0.42
2016-03-11,2016,3,10,71,Ramanathapuram,Tamil Nadu,0.19
2016-03-12,2016,3,10,72,Ramanathapuram,Tamil Nadu,0.88
2016-03-13,2016,3,10,73,Ramanathapuram,Tamil Nadu,2.2
2016-03-14,2016,3,11,74,Ramanathapuram,Tamil Nadu,0.26
2016-03-15,2016,3,11,75,Ramanathapuram,Tamil Nadu,1.29
2016-03-16,2016,3,11,76,Ramanathapuram,Tamil Nadu,1.04
2016-03-17,2016,3,11,77,Ramanathapuram,Tamil Nadu,1.12
2016-03-18,2016,3,11,78,Ramanathapuram,Tamil Nadu,5.74
2016-03-19,2016,3,11,79,Ramanathapuram,Tamil Nadu,0.86
2016-03-20,2016,3,11,80,Ramanathapuram,Tamil Nadu,9.57
2016-03-21,2016,3,12,81,Ramanathapuram,Tamil Nadu,1.55
2016-03-22,2016,3,12,82,Ramanathapuram,Tamil Nadu,3.7
2016-03-23,2016,3,12,83,Ramanathapuram,Tamil Nadu,0.86
2016-03-24,2016,3,12,84,Ramanathapuram,Tamil Nadu,0.18
2016-03-25,2016,3,12,85,Ramanathapuram,Tamil Nadu,0.18
2016-03-26,2016,3,12,86,Ramanathapuram,Tamil Nadu,1.71
2016-03-27,2016,3,12,87,Ramanathapuram,Tamil Nadu,5.32
2016-03-28,2016,3,13,88,Ramanathapuram,Tamil Nadu,0.15
2016-03-29,2016,3,13,89,Ramanathapuram,Tamil Nadu,2.34
2016-03-30,2016,3,13,90,Ramanathapuram,Tamil Nadu,1.66
2016-03-31,2016,3,13,91,Ramanathapuram,Tamil Nadu,2.11
2016-04-01,2016,4,13,92,Ramanathapuram,Tamil Nadu,0.24
2016-04-02,2016,4,13,93,Ramanathapuram,Tamil Nadu,0.07
2016-04-03,2016,4,13,94,Ramanathapuram,Tamil Nadu,0.08
2016-04-04,2016,4,14,95,Ramanathapuram,Tamil Nadu,0.28
2016-04-05,2016,4,14,96,Ramanathapuram,Tamil Nadu,0.24
2016-04-06,2016,4,14,97,Ramanathapuram,Tamil Nadu,0.14
2016-04-07,2016,4,14,98,Ramanathapuram,Tamil Nadu,0.31
2016-04-08,2016,4,14,99,Ramanathapuram,Tamil Nadu,0.76
2016-04-09,2016,4,14,100,Ramanathapuram,Tamil Nadu,2.99
2016-04-10,2016,4,14,101,Ramanathapuram,Tamil Nadu,2.55
2016-04-11,2016,4,15,102,Ramanathapuram,Tamil Nadu,0.32
2016-04-12,2016,4,15,103,Ramanathapuram,Tamil Nadu,0.07
2016-04-13,2016,4,15,104,Ramanathapuram,Tamil Nadu,5.43
2016-04-14,2016,4,15,105,Ramanathapuram,Tamil Nadu,0.65
2016-04-15,2016,4,15,106,Ramanathapuram,Tamil Nadu,3.83
2016-04-16,2016,4,15,107,Ramanathapuram,Tamil Nadu,0.77
2016-04-17,2016,4,15,108,Ramanathapuram,Tamil Nadu,2.17
2016-04-18,2016,4,16,109,Ramanathapuram,Tamil Nadu,0.59
2016-04-19,2016,4,16,110,Ramanathapuram,Tamil Nadu,0.97
2016-04-20,2016,4,16,111,Ramanathapuram,Tamil Nadu,0.77
2016-04-21,2016,4,16,112,Ramanathapuram,Tamil Nadu,0.25
2016-04-22,2016,4,16,113,Ramanathapuram,Tamil Nadu,1.44
2016-04-23,2016,4,16,114,Ramanathapuram,Tamil Nadu,0.06
2016-04-24,2016,4,16,115,Ramanathapuram,Tamil Nadu,0.45
2016-04-25,2016,4,17,116,Ramanathapuram,Tamil Nadu,2.04
2016-04-26,2016,4,17,117,Ramanathapuram,Tamil Nadu,0.7
2016-04-27,2016,4,17,118,Ramanathapuram,Tamil Nadu,0.08
2016-04-28,2016,4,17,119,Ramanathapuram,Tamil Nadu,0.23
2016-04-29,2016,4,17,120,Ramanathapuram,Tamil Nadu,0.12
2016-04-30,2016,4,17,121,Ramanathapuram,Tamil Nadu,0.33
2016-05-01,2016,5,17,122,Ramanathapuram,Tamil Nadu,0.18
2016-05-02,2016,5,18,123,Ramanathapuram,Tamil Nadu,1.24
2016-05-03,2016,5,18,124,Ramanathapuram,Tamil Nadu,1.08
2016-05-04,2016,5,18,125,Ramanathapuram,Tamil Nadu,0.15
2016-05-05,2016,5,18,126,Ramanathapuram,Tamil Nadu,0.59
2016-05-06,2016,5,18,127,Ramanathapuram,Tamil Nadu,0.35
2016-05-07,2016,5,18,128,Ramanathapuram,Tamil Nadu,0.41
2016-05-08,2016,5,18,129,Ramanathapuram,Tamil Nadu,0.86
2016-05-09,2016,5,19,130,Ramanathapuram,Tamil Nadu,2.29
2016-05-10,2016,5,19,131,Ramanathapuram,Tamil Nadu,2.28
2016-05-11,2016,5,19,132,Ramanathapuram,Tamil Nadu,0.53
2016-05-12,2016,5,19,133,Ramanathapuram,Tamil Nadu,0.5
2016-05-13,2016,5,19,134,Ramanathapuram,Tamil Nadu,0.73
2016-05-14,2016,5,19,135,Ramanathapuram,Tamil Nadu,0.64
2016-05-15,2016,5,19,136,Ramanathapuram,Tamil Nadu,0.06
2016-05-16,2016,5,20,137,Ramanathapuram,Tamil Nadu,0.86
2016-05-17,2016,5,20,138,Ramanathapuram,Tamil Nadu,0.88
2016-05-18,2016,5,20,139,Ramanathapuram,Tamil Nadu,0.6
2016-05-19,2016,5,20,140,Ramanathapuram,Tamil Nadu,0.53
2016-05-20,2016,5,20,141,Ramanathapuram,Tamil Nadu,2.8
2016-05-21,2016,5,20,142,Ramanathapuram,Tamil Nadu,0.92
2016-05-22,2016,5,20,143,Ramanathapuram,Tamil Nadu,1.69
2016-05-23,2016,5,21,144,Ramanathapuram,Tamil Nadu,3.08
2016-05-24,2016,5,21,145,Ramanathapuram,Tamil Nadu,1.66
2016-05-25,2016,5,21,146,Ramanathapuram,Tamil Nadu,2.86
2016-05-26,2016,5,21,147,Ramanathapuram,Tamil Nadu,1.42
2016-05-27,2016,5,21,148,Ramanathapuram,Tamil Nadu,0.19
2016-05-28,2016,5,21,149,Ramanathapuram,Tamil Nadu,0.26
2016-05-29,2016,5,21,150,Ramanathapuram,Tamil Nadu,0.22
2016-05-30,2016,5,22,151,Ramanathapuram,Tamil Nadu,0.39
2016-05-31,2016,5,22,152,Ramanathapuram,Tamil Nadu,0.44
2016-06-01,2016,6,22,153,Ramanathapuram,Tamil Nadu,13.34
2016-06-02,2016,6,22,154,Ramanathapuram,Tamil Nadu,3.58
2016-06-03,2016,6,22,155,Ramanathapuram,Tamil Nadu,10.39
2016-06-04,2016,6,22,156,Ramanathapuram,Tamil Nadu,18.73
2016-06-05,2016,6,22,157,Ramanathapuram,Tamil Nadu,0.97
2016-06-06,2016,6,23,158,Ramanathapuram,Tamil Nadu,0.0
2016-06-07,2016,6,23,159,Ramanathapuram,Tamil Nadu,17.56
2016-06-08,2016,6,23,160,Ramanathapuram,Tamil Nadu,2.18
2016-06-09,2016,6,23,161,Ramanathapuram,Tamil Nadu,1.33
2016-06-10,2016,6,23,162,Ramanathapuram,Tamil Nadu,2.8
2016-06-11,2016,6,23,163,Ramanathapuram,Tamil Nadu,1.65
2016-06-12,2016,6,23,164,Ramanathapuram,Tamil Nadu,12.63
2016-06-13,2016,6,24,165,Ramanathapuram,Tamil Nadu,8.05
2016-06-14,2016,6,24,166,Ramanathapuram,Tamil Nadu,1.46
2016-06-15,2016,6,24,167,Ramanathapuram,Tamil Nadu,7.01
2016-06-16,2016,6,24,168,Ramanathapuram,Tamil Nadu,1.87
2016-06-17,2016,6,24,169,Ramanathapuram,Tamil Nadu,1.76
2016-06-18,2016,6,24,170,Ramanathapuram,Tamil Nadu,7.24
2016-06-19,2016,6,24,171,Ramanathapuram,Tamil Nadu,8.74
2016-06-20,2016,6,25,172,Ramanathapuram,Tamil Nadu,3.4
2016-06-21,2016,6,25,173,Ramanathapuram,Tamil Nadu,11.53
2016-06-22,2016,6,25,174,Ramanathapuram,Tamil Nadu,14.52
2016-06-23,2016,6,25,175,Ramanathapuram,Tamil Nadu,19.85
2016-06-24,2016,6,25,176,Ramanathapuram,Tamil Nadu,7.87
2016-06-25,2016,6,25,177,Ramanathapuram,Tamil Nadu,1.99
2016-06-26,2016,6,25,178,Ramanathapuram,Tamil Nadu,11.04
2016-06-27,2016,6,26,179,Ramanathapuram,Tamil Nadu,0.91
2016-06-28,2016,6,26,180,Ramanathapuram,Tamil Nadu,1.6
2016-06-29,2016,6,26,181,Ramanathapuram,Tamil Nadu,14.31
2016-06-30,2016,6,26,182,Ramanathapuram,Tamil Nadu,19.34
2016-07-01,2016,7,26,183,Ramanathapuram,Tamil Nadu,0.55
2016-07-02,2016,7,26,184,Ramanathapuram,Tamil Nadu,2.99
2016-07-03,2016,7,26,185,Ramanathapuram,Tamil Nadu,7.94
2016-07-04,2016,7,27,186,Ramanathapuram,Tamil Nadu,22.33
2016-07-05,2016,7,27,187,Ramanathapuram,Tamil Nadu,6.77
2016-07-06,2016,7,27,188,Ramanathapuram,Tamil Nadu,13.76
2016-07-07,2016,7,27,189,Ramanathapuram,Tamil Nadu,20.49
2016-07-08,2016,7,27,190,Ramanathapuram,Tamil Nadu,5.86
2016-07-09,2016,7,27,191,Ramanathapuram,Tamil Nadu,10.79
2016-07-10,2016,7,27,192,Ramanathapuram,Tamil Nadu,8.69
2016-07-11,2016,7,28,193,Ramanathapuram,Tamil Nadu,8.9
2016-07-12,2016,7,28,194,Ramanathapuram,Tamil Nadu,5.82
2016-07-13,2016,7,28,195,Ramanathapuram,Tamil Nadu,7.81
2016-07-14,2016,7,28,196,Ramanathapuram,Tamil Nadu,6.47
2016-07-15,2016,7,28,197,Ramanathapuram,Tamil Nadu,8.12
2016-07-16,2016,7,28,198,Ramanathapuram,Tamil Nadu,5.63
2016-07-17,2016,7,28,199,Ramanathapuram,Tamil Nadu,2.01
2016-07-18,2016,7,29,200,Ramanathapuram,Tamil Nadu,9.46
2016-07-19,2016,7,29,201,Ramanathapuram,Tamil Nadu,3.88
2016-07-20,2016,7,29,202,Ramanathapuram,Tamil Nadu,1.09
2016-07-21,2016,7,29,203,Ramanathapuram,Tamil Nadu,15.25
2016-07-22,2016,7,29,204,Ramanathapuram,Tamil Nadu,1.6
2016-07-23,2016,7,29,205,Ramanathapuram,Tamil Nadu,6.22
2016-07-24,2016,7,29,206,Ramanathapuram,Tamil Nadu,10.22
2016-07-25,2016,7,30,207,Ramanathapuram,Tamil Nadu,8.35
2016-07-26,2016,7,30,208,Ramanathapuram,Tamil Nadu,1.4
2016-07-27,2016,7,30,209,Ramanathapuram,Tamil Nadu,1.73
2016-07-28,2016,7,30,210,Ramanathapuram,Tamil Nadu,1.29
2016-07-29,2016,7,30,211,Ramanathapuram,Tamil Nadu,0.6
2016-07-30,2016,7,30,212,Ramanathapuram,Tamil Nadu,2.66
2016-07-31,2016,7,30,213,Ramanathapuram,Tamil Nadu,5.94
2016-08-01,2016,8,31,214,Ramanathapuram,Tamil Nadu,1.52
2016-08-02,2016,8,31,215,Ramanathapuram,Tamil Nadu,28.28
2016-08-03,2016,8,31,216,Ramanathapuram,Tamil Nadu,9.6
2016-08-04,2016,8,31,217,Ramanathapuram,Tamil Nadu,7.01
2016-08-05,2016,8,31,218,Ramanathapuram,Tamil Nadu,9.15
2016-08-06,2016,8,31,219,Ramanathapuram,Tamil Nadu,4.58
2016-08-07,2016,8,31,220,Ramanathapuram,Tamil Nadu,5.08
2016-08-08,2016,8,32,221,Ramanathapuram,Tamil Nadu,17.56
2016-08-09,2016,8,32,222,Ramanathapuram,Tamil Nadu,10.24
2016-08-10,2016,8,32,223,Ramanathapuram,Tamil Nadu,7.1
2016-08-11,2016,8,32,224,Ramanathapuram,Tamil Nadu,24.0
2016-08-12,2016,8,32,225,Ramanathapuram,Tamil Nadu,8.69
2016-08-13,2016,8,32,226,Ramanathapuram,Tamil Nadu,4.07
2016-08-14,2016,8,32,227,Ramanathapuram,Tamil Nadu,0.39
2016-08-15,2016,8,33,228,Ramanathapuram,Tamil Nadu,3.96
2016-08-16,2016,8,33,229,Ramanathapuram,Tamil Nadu,20.7
2016-08-17,2016,8,33,230,Ramanathapuram,Tamil Nadu,0.37
2016-08-18,2016,8,33,231,Ramanathapuram,Tamil Nadu,1.63
2016-08-19,2016,8,33,232,Ramanathapuram,Tamil Nadu,13.23
2016-08-20,2016,8,33,233,Ramanathapuram,Tamil Nadu,3.63
2016-08-21,2016,8,33,234,Ramanathapuram,Tamil Nadu,1.65
2016-08-22,2016,8,34,235,Ramanathapuram,Tamil Nadu,13.53
2016-08-23,2016,8,34,236,Ramanathapuram,Tamil Nadu,6.54
2016-08-24,2016,8,34,237,Ramanathapuram,Tamil Nadu,6.36
2016-08-25,2016,8,34,238,Ramanathapuram,Tamil Nadu,2.78
2016-08-26,2016,8,34,239,Ramanathapuram,Tamil Nadu,8.99
2016-08-27,2016,8,34,240,Ramanathapuram,Tamil Nadu,15.83
2016-08-28,2016,8,34,241,Ramanathapuram,Tamil Nadu,11.1
2016-08-29,2016,8,35,242,Ramanathapuram,Tamil Nadu,7.58
2016-08-30,2016,8,35,243,Ramanathapuram,Tamil Nadu,3.45
2016-08-31,2016,8,35,244,Ramanathapuram,Tamil Nadu,15.44
2016-09-01,2016,9,35,245,Ramanathapuram,Tamil Nadu,6.68
2016-09-02,2016,9,35,246,Ramanathapuram,Tamil Nadu,17.63
2016-09-03,2016,9,35,247,Ramanathapuram,Tamil Nadu,2.35
2016-09-04,2016,9,35,248,Ramanathapuram,Tamil Nadu,8.5
2016-09-05,2016,9,36,249,Ramanathapuram,Tamil Nadu,21.89
2016-09-06,2016,9,36,250,Ramanathapuram,Tamil Nadu,3.75
2016-09-07,2016,9,36,251,Ramanathapuram,Tamil Nadu,24.17
2016-09-08,2016,9,36,252,Ramanathapuram,Tamil Nadu,3.99
2016-09-09,2016,9,36,253,Ramanathapuram,Tamil Nadu,4.61
2016-09-10,2016,9,36,254,Ramanathapuram,Tamil Nadu,13.14
2016-09-11,2016,9,36,255,Ramanathapuram,Tamil Nadu,2.42
2016-09-12,2016,9,37,256,Ramanathapuram,Tamil Nadu,9.79
2016-09-13,2016,9,37,257,Ramanathapuram,Tamil Nadu,2.84
2016-09-14,2016,9,37,258,Ramanathapuram,Tamil Nadu,7.21
2016-09-15,2016,9,37,259,Ramanathapuram,Tamil Nadu,11.97
2016-09-16,2016,9,37,260,Ramanathapuram,Tamil Nadu,0.21
2016-09-17,2016,9,37,261,Ramanathapuram,Tamil Nadu,0.74
2016-09-18,2016,9,37,262,Ramanathapuram,Tamil Nadu,21.79
2016-09-19,2016,9,38,263,Ramanathapuram,Tamil Nadu,13.54
2016-09-20,2016,9,38,264,Ramanathapuram,Tamil Nadu,16.77
2016-09-21,2016,9,38,265,Ramanathapuram,Tamil Nadu,4.62
2016-09-22,2016,9,38,266,Ramanathapuram,Tamil Nadu,10.08
2016-09-23,2016,9,38,267,Ramanathapuram,Tamil Nadu,50.9
2016-09-24,2016,9,38,268,Ramanathapuram,Tamil Nadu,4.53
2016-09-25,2016,9,38,269,Ramanathapuram,Tamil Nadu,15.01
2016-09-26,2016,9,39,270,Ramanathapuram,Tamil Nadu,0.66
2016-09-27,2016,9,39,271,Ramanathapuram,Tamil Nadu,6.28
2016-09-28,2016,9,39,272,Ramanathapuram,Tamil Nadu,3.24
2016-09-29,2016,9,39,273,Ramanathapuram,Tamil Nadu,5.92
2016-09-30,2016,9,39,274,Ramanathapuram,Tamil Nadu,0.97
2016-10-01,2016,10,39,275,Ramanathapuram,Tamil Nadu,5.5
2016-10-02,2016,10,39,276,Ramanathapuram,Tamil Nadu,0.96
2016-10-03,2016,10,40,277,Ramanathapuram,Tamil Nadu,7.24
2016-10-04,2016,10,40,278,Ramanathapuram,Tamil Nadu,7.0
2016-10-05,2016,10,40,279,Ramanathapuram,Tamil Nadu,4.8
2016-10-06,2016,10,40,280,Ramanathapuram,Tamil Nadu,35.55
2016-10-07,2016,10,40,281,Ramanathapuram,Tamil Nadu,1.04
2016-10-08,2016,10,40,282,Ramanathapuram,Tamil Nadu,20.91
2016-10-09,2016,10,40,283,Ramanathapuram,Tamil Nadu,5.26
2016-10-10,2016,10,41,284,Ramanathapuram,Tamil Nadu,2.67
2016-10-11,2016,10,41,285,Ramanathapuram,Tamil Nadu,3.82
2016-10-12,2016,10,41,286,Ramanathapuram,Tamil Nadu,27.86
2016-10-13,2016,10,41,287,Ramanathapuram,Tamil Nadu,20.91
2016-10-14,2016,10,41,288,Ramanathapuram,Tamil Nadu,0.19
2016-10-15,2016,10,41,289,Ramanathapuram,Tamil Nadu,1.91
2016-10-16,2016,10,41,290,Ramanathapuram,Tamil Nadu,13.49
2016-10-17,2016,10,42,291,Ramanathapuram,Tamil Nadu,4.58
2016-10-18,2016,10,42,292,Ramanathapuram,Tamil Nadu,30.18
2016-10-19,2016,10,42,293,Ramanathapuram,Tamil Nadu,18.53
2016-10-20,2016,10,42,294,Ramanathapuram,Tamil Nadu,24.96
2016-10-21,2016,10,42,295,Ramanathapuram,Tamil Nadu,2.57
2016-10-22,2016,10,42,296,Ramanathapuram,Tamil Nadu,1.96
2016-10-23,2016,10,42,297,Ramanathapuram,Tamil Nadu,32.25
2016-10-24,2016,10,43,298,Ramanathapuram,Tamil Nadu,6.21
2016-10-25,2016,10,43,299,Ramanathapuram,Tamil Nadu,6.45
2016-10-26,2016,10,43,300,Ramanathapuram,Tamil Nadu,13.85
2016-10-27,2016,10,43,301,Ramanathapuram,Tamil Nadu,6.08
2016-10-28,2016,10,43,302,Ramanathapuram,Tamil Nadu,24.97
2016-10-29,2016,10,43,303,Ramanathapuram,Tamil Nadu,38.35
2016-10-30,2016,10,43,304,Ramanathapuram,Tamil Nadu,4.85
2016-10-31,2016,10,44,305,Ramanathapuram,Tamil Nadu,2.8
2016-11-01,2016,11,44,306,Ramanathapuram,Tamil Nadu,0.94
2016-11-02,2016,11,44,307,Ramanathapuram,Tamil Nadu,2.9
2016-11-03,2016,11,44,308,Ramanathapuram,Tamil Nadu,1.8
2016-11-04,2016,11,44,309,Ramanathapuram,Tamil Nadu,0.35
2016-11-05,2016,11,44,310,Ramanathapuram,Tamil Nadu,0.57
2016-11-06,2016,11,44,311,Ramanathapuram,Tamil Nadu,8.54
2016-11-07,2016,11,45,312,Ramanathapuram,Tamil Nadu,14.76
2016-11-08,2016,11,45,313,Ramanathapuram,Tamil Nadu,49.08
2016-11-09,2016,11,45,314,Ramanathapuram,Tamil Nadu,2.03
2016-11-10,2016,11,45,315,Ramanathapuram,Tamil Nadu,14.38
2016-11-11,2016,11,45,316,Ramanathapuram,Tamil Nadu,9.69
2016-11-12,2016,11,45,317,Ramanathapuram,Tamil Nadu,7.8
2016-11-13,2016,11,45,318,Ramanathapuram,Tamil Nadu,15.35
2016-11-14,2016,11,46,319,Ramanathapuram,Tamil Nadu,3.27
2016-11-15,2016,11,46,320,Ramanathapuram,Tamil Nadu,4.48
